modulation,channel_mode,trial,snr_db_in,method,snr_db_out_vs_postisi_ref,ber,errors,bits
QPSK,sinusoidal,2,10,LMS-DD,-1.2133622249945561,0.47812,23906,50000
QPSK,sinusoidal,2,10,NLMS-Frozen,5.120819221641942,0.00584,292,50000
QPSK,sinusoidal,2,10,NLMS-DD,-1.2212022062036036,0.4749,23745,50000
QPSK,sinusoidal,2,15,No Processing,15.06088841355327,0.00026,13,50000
QPSK,sinusoidal,2,15,LMS-Frozen,7.304419278490618,2e-05,1,50000
QPSK,sinusoidal,2,15,LMS-DD,-1.2026187892989562,0.46966,23483,50000
QPSK,sinusoidal,2,15,NLMS-Frozen,6.910064627780811,4e-05,2,50000
QPSK,sinusoidal,2,15,NLMS-DD,-1.2880480348476886,0.4801,24005,50000
QPSK,sinusoidal,3,-5,No Processing,-4.970849061990706,0.30438,15219,50000
QPSK,sinusoidal,3,-5,LMS-Frozen,0.6606849519128055,0.3245,16225,50000
QPSK,sinusoidal,3,-5,LMS-DD,-0.3862138010313703,0.49642,24821,50000
QPSK,sinusoidal,3,-5,NLMS-Frozen,0.6511879496044406,0.32644,16322,50000
QPSK,sinusoidal,3,-5,NLMS-DD,-0.3884640135787986,0.49074,24537,50000
QPSK,sinusoidal,3,0,No Processing,-0.04632157042738856,0.1893,9465,50000
QPSK,sinusoidal,3,0,LMS-Frozen,1.519957181484723,0.20232,10116,50000
QPSK,sinusoidal,3,0,LMS-DD,-0.5156290840788631,0.49086,24543,50000
QPSK,sinusoidal,3,0,NLMS-Frozen,1.4946477060108774,0.20328,10164,50000
QPSK,sinusoidal,3,0,NLMS-DD,-0.41624848280464366,0.47914,23957,50000
QPSK,sinusoidal,3,5,No Processing,5.044197967185821,0.07222,3611,50000
QPSK,sinusoidal,3,5,LMS-Frozen,2.9986136466876983,0.06732,3366,50000
QPSK,sinusoidal,3,5,LMS-DD,-0.8274269596256946,0.47224,23612,50000
QPSK,sinusoidal,3,5,NLMS-Frozen,2.919144362319696,0.06814,3407,50000
QPSK,sinusoidal,3,5,NLMS-DD,-0.9140021250814612,0.4851,24255,50000
QPSK,sinusoidal,3,10,No Processing,10.039192495800297,0.01328,664,50000
QPSK,sinusoidal,3,10,LMS-Frozen,4.644985420007858,0.00556,278,50000
QPSK,sinusoidal,3,10,LMS-DD,-1.0474238419433124,0.47998,23999,50000
QPSK,sinusoidal,3,10,NLMS-Frozen,4.514632467308288,0.006,300,50000
QPSK,sinusoidal,3,10,NLMS-DD,-1.093310032580444,0.47794,23897,50000
QPSK,sinusoidal,3,15,No Processing,15.030305254793168,0.00084,42,50000
QPSK,sinusoidal,3,15,LMS-Frozen,6.136485327719965,8e-05,4,50000
QPSK,sinusoidal,3,15,LMS-DD,-1.0817976945101098,0.47682,23841,50000
QPSK,sinusoidal,3,15,NLMS-Frozen,5.872762947031872,8e-05,4,50000
QPSK,sinusoidal,3,15,NLMS-DD,-1.1591226844882594,0.482,24100,50000
QPSK,sinusoidal,4,-5,No Processing,-4.936922176057764,0.29788,14894,50000
QPSK,sinusoidal,4,-5,LMS-Frozen,0.6874396038167507,0.31866,15933,50000
QPSK,sinusoidal,4,-5,LMS-DD,-0.3886597536466214,0.5009,25045,50000
QPSK,sinusoidal,4,-5,NLMS-Frozen,0.6785242456033773,0.32,16000,50000
QPSK,sinusoidal,4,-5,NLMS-DD,-0.3782158275319047,0.48916,24458,50000
QPSK,sinusoidal,4,0,No Processing,0.05300741256332799,0.18316,9158,50000
QPSK,sinusoidal,4,0,LMS-Frozen,1.4864254726969015,0.20292,10146,50000
QPSK,sinusoidal,4,0,LMS-DD,-0.5338687560613824,0.48388,24194,50000
QPSK,sinusoidal,4,0,NLMS-Frozen,1.4710829709461173,0.2052,10260,50000
QPSK,sinusoidal,4,0,NLMS-DD,-0.4470566176969213,0.4809,24045,50000
QPSK,sinusoidal,4,5,No Processing,5.043112803537331,0.06956,3478,50000
QPSK,sinusoidal,4,5,LMS-Frozen,2.7588095053060906,0.07398,3699,50000
QPSK,sinusoidal,4,5,LMS-DD,-0.9926493009740129,0.48534,24267,50000
QPSK,sinusoidal,4,5,NLMS-Frozen,2.7754097420189465,0.07302,3651,50000
QPSK,sinusoidal,4,5,NLMS-DD,-0.9194817222496909,0.47864,23932,50000
QPSK,sinusoidal,4,10,No Processing,9.988789155361223,0.01182,591,50000
QPSK,sinusoidal,4,10,LMS-Frozen,3.929911368485641,0.00992,496,50000
QPSK,sinusoidal,4,10,LMS-DD,-1.13426326046567,0.48222,24111,50000
QPSK,sinusoidal,4,10,NLMS-Frozen,3.986564675847031,0.00916,458,50000
QPSK,sinusoidal,4,10,NLMS-DD,-1.0683570729147482,0.46984,23492,50000
QPSK,sinusoidal,4,15,No Processing,15.056578847554201,0.00044,22,50000
QPSK,sinusoidal,4,15,LMS-Frozen,4.921873456888314,0.00022,11,50000
QPSK,sinusoidal,4,15,LMS-DD,-1.1862373370868549,0.47632,23816,50000
QPSK,sinusoidal,4,15,NLMS-Frozen,4.903993498261369,0.0002,10,50000
QPSK,sinusoidal,4,15,NLMS-DD,-1.1830446475737104,0.47968,23984,50000
QPSK,random_walk,0,-5,No Processing,-4.939089960806669,0.31876,15938,50000
QPSK,random_walk,0,-5,LMS-Frozen,0.3516769724124074,0.35916,17958,50000
QPSK,random_walk,0,-5,LMS-DD,-0.33175457464361185,0.49862,24931,50000
QPSK,random_walk,0,-5,NLMS-Frozen,0.36180918832630277,0.35674,17837,50000
QPSK,random_walk,0,-5,NLMS-DD,-0.278793560782512,0.48954,24477,50000
QPSK,random_walk,0,0,No Processing,0.01092034396573566,0.21486,10743,50000
QPSK,random_walk,0,0,LMS-Frozen,1.0607791038412668,0.25576,12788,50000
QPSK,random_walk,0,0,LMS-DD,-0.43933875993105376,0.48654,24327,50000
QPSK,random_walk,0,0,NLMS-Frozen,1.0313711544017201,0.2541,12705,50000
QPSK,random_walk,0,0,NLMS-DD,-0.5091957349218347,0.49818,24909,50000
QPSK,random_walk,0,5,No Processing,5.06645436203632,0.11944,5972,50000
QPSK,random_walk,0,5,LMS-Frozen,2.472945462147669,0.146,7300,50000
QPSK,random_walk,0,5,LMS-DD,-0.661013029397816,0.47964,23982,50000
QPSK,random_walk,0,5,NLMS-Frozen,2.3933984295960573,0.14874,7437,50000
QPSK,random_walk,0,5,NLMS-DD,-0.73190312604557,0.488,24400,50000
QPSK,random_walk,0,10,No Processing,10.071300731567554,0.06844,3422,50000
QPSK,random_walk,0,10,LMS-Frozen,3.8741336003820592,0.06954,3477,50000
QPSK,random_walk,0,10,LMS-DD,-0.8305900924667698,0.47324,23662,50000
QPSK,random_walk,0,10,NLMS-Frozen,3.5370644567972596,0.07904,3952,50000
QPSK,random_walk,0,10,NLMS-DD,-0.8939606905138241,0.48356,24178,50000
QPSK,random_walk,0,15,No Processing,15.102110466486877,0.05434,2717,50000
QPSK,random_walk,0,15,LMS-Frozen,4.710551999634757,0.03174,1587,50000
QPSK,random_walk,0,15,LMS-DD,-0.9172079818011837,0.47782,23891,50000
QPSK,random_walk,0,15,NLMS-Frozen,4.2663396496703125,0.03974,1987,50000
QPSK,random_walk,0,15,NLMS-DD,-0.956296942805801,0.47668,23834,50000
QPSK,random_walk,1,-5,No Processing,-4.990284122773334,0.32028,16014,50000
QPSK,random_walk,1,-5,LMS-Frozen,0.48328607433591,0.34532,17266,50000
QPSK,random_walk,1,-5,LMS-DD,-0.34887674702629556,0.50072,25036,50000
QPSK,random_walk,1,-5,NLMS-Frozen,0.4834744626120758,0.34504,17252,50000
QPSK,random_walk,1,-5,NLMS-DD,-0.30811833631046703,0.49312,24656,50000
QPSK,random_walk,1,0,No Processing,0.04914994442023847,0.21818,10909,50000
QPSK,random_walk,1,0,LMS-Frozen,1.285999364140161,0.2325,11625,50000
QPSK,random_walk,1,0,LMS-DD,-0.38227056596710973,0.48586,24293,50000
QPSK,random_walk,1,0,NLMS-Frozen,1.2733510181023868,0.23394,11697,50000
QPSK,random_walk,1,0,NLMS-DD,-0.3963479225842647,0.48632,24316,50000
QPSK,random_walk,1,5,No Processing,5.058664320216893,0.12022,6011,50000
QPSK,random_walk,1,5,LMS-Frozen,2.319574569286525,0.11872,5936,50000
QPSK,random_walk,1,5,LMS-DD,-0.6940087797078571,0.47202,23601,50000
QPSK,random_walk,1,5,NLMS-Frozen,2.2733282871363727,0.11874,5937,50000
QPSK,random_walk,1,5,NLMS-DD,-0.6516943964548854,0.48918,24459,50000
QPSK,random_walk,1,10,No Processing,10.07453901379763,0.06656,3328,50000
QPSK,random_walk,1,10,LMS-Frozen,3.418993921968649,0.05656,2828,50000
QPSK,random_walk,1,10,LMS-DD,-0.8609283286891739,0.48212,24106,50000
QPSK,random_walk,1,10,NLMS-Frozen,3.362254218712838,0.0558,2790,50000
QPSK,random_walk,1,10,NLMS-DD,-0.9120671887039156,0.47928,23964,50000
QPSK,random_walk,1,15,No Processing,15.061157446593977,0.04916,2458,50000
QPSK,random_walk,1,15,LMS-Frozen,4.475811085858019,0.03822,1911,50000
QPSK,random_walk,1,15,LMS-DD,-0.8990875887249663,0.47434,23717,50000
QPSK,random_walk,1,15,NLMS-Frozen,4.377578467786113,0.0372,1860,50000
QPSK,random_walk,1,15,NLMS-DD,-0.9510472041748073,0.47878,23939,50000
QPSK,random_walk,2,-5,No Processing,-4.844076366431368,0.30346,15173,50000
QPSK,random_walk,2,-5,LMS-Frozen,0.5739778564105056,0.33104,16552,50000
QPSK,random_walk,2,-5,LMS-DD,-0.21616661354251443,0.4821,24105,50000
QPSK,random_walk,2,-5,NLMS-Frozen,0.5711664183918493,0.33168,16584,50000
QPSK,random_walk,2,-5,NLMS-DD,-0.25582398506658843,0.49734,24867,50000
QPSK,random_walk,2,0,No Processing,0.10027510368679493,0.18806,9403,50000
QPSK,random_walk,2,0,LMS-Frozen,1.3122181735536087,0.20978,10489,50000
QPSK,random_walk,2,0,LMS-DD,-0.31857605062334104,0.48378,24189,50000
QPSK,random_walk,2,0,NLMS-Frozen,1.3167835652028463,0.21116,10558,50000
QPSK,random_walk,2,0,NLMS-DD,-0.31014314020200445,0.48842,24421,50000
QPSK,random_walk,2,5,No Processing,5.184159745854208,0.07766,3883,50000
QPSK,random_walk,2,5,LMS-Frozen,2.382514874452016,0.08328,4164,50000
QPSK,random_walk,2,5,LMS-DD,-0.6254476543466904,0.47686,23843,50000
QPSK,random_walk,2,5,NLMS-Frozen,2.3419476402215955,0.08396,4198,50000
QPSK,random_walk,2,5,NLMS-DD,-0.6297621235715487,0.48616,24308,50000
QPSK,random_walk,2,10,No Processing,10.103900415067429,0.01906,953,50000
QPSK,random_walk,2,10,LMS-Frozen,3.396160324314894,0.02178,1089,50000
QPSK,random_walk,2,10,LMS-DD,-0.7280222726192223,0.4769,23845,50000
QPSK,random_walk,2,10,NLMS-Frozen,3.336106386502555,0.02236,1118,50000
QPSK,random_walk,2,10,NLMS-DD,-0.7325288971049692,0.47094,23547,50000
QPSK,random_walk,2,15,No Processing,15.118024853488807,0.00382,191,50000
QPSK,random_walk,2,15,LMS-Frozen,4.363754732957127,0.0036,180,50000
QPSK,random_walk,2,15,LMS-DD,-0.7867783460346358,0.4744,23720,50000
QPSK,random_walk,2,15,NLMS-Frozen,4.298829429482272,0.00372,186,50000
QPSK,random_walk,2,15,NLMS-DD,-0.8059990510851585,0.47574,23787,50000
QPSK,random_walk,3,-5,No Processing,-4.972751365193709,0.33078,16539,50000
QPSK,random_walk,3,-5,LMS-Frozen,0.48423356684483876,0.34338,17169,50000
QPSK,random_walk,3,-5,LMS-DD,-0.27500899551499847,0.49936,24968,50000
QPSK,random_walk,3,-5,NLMS-Frozen,0.4749709928659835,0.344,17200,50000
QPSK,random_walk,3,-5,NLMS-DD,-0.28823784537005614,0.5029,25145,50000
QPSK,random_walk,3,0,No Processing,-0.04822387363039339,0.23492,11746,50000
QPSK,random_walk,3,0,LMS-Frozen,1.1026699842627976,0.23766,11883,50000
QPSK,random_walk,3,0,LMS-DD,-0.31112955089082817,0.4851,24255,50000
QPSK,random_walk,3,0,NLMS-Frozen,1.083189010447614,0.23934,11967,50000
QPSK,random_walk,3,0,NLMS-DD,-0.3756411000204767,0.4914,24570,50000
QPSK,random_walk,3,5,No Processing,5.042295663982817,0.14518,7259,50000
QPSK,random_walk,3,5,LMS-Frozen,2.2428209599473807,0.11908,5954,50000
QPSK,random_walk,3,5,LMS-DD,-0.6303605720774942,0.48534,24267,50000
QPSK,random_walk,3,5,NLMS-Frozen,2.1492104440525592,0.11838,5919,50000
QPSK,random_walk,3,5,NLMS-DD,-0.6186436696801249,0.47396,23698,50000
QPSK,random_walk,3,10,No Processing,10.037290192597297,0.0993,4965,50000
QPSK,random_walk,3,10,LMS-Frozen,3.5458208123949806,0.0475,2375,50000
QPSK,random_walk,3,10,LMS-DD,-0.7841886224419569,0.4808,24040,50000
QPSK,random_walk,3,10,NLMS-Frozen,3.3097685232868637,0.04932,2466,50000
QPSK,random_walk,3,10,NLMS-DD,-0.8661863803759053,0.48596,24298,50000
QPSK,random_walk,3,15,No Processing,15.028402951590165,0.0836,4180,50000
QPSK,random_walk,3,15,LMS-Frozen,4.5845219677866975,0.03054,1527,50000
QPSK,random_walk,3,15,LMS-DD,-0.8546098759759495,0.4804,24020,50000
QPSK,random_walk,3,15,NLMS-Frozen,4.228823301445935,0.0306,1530,50000
QPSK,random_walk,3,15,NLMS-DD,-0.888717677480836,0.48378,24189,50000
QPSK,random_walk,4,-5,No Processing,-4.872291734324693,0.31692,15846,50000
QPSK,random_walk,4,-5,LMS-Frozen,0.7654994324024607,0.33862,16931,50000
QPSK,random_walk,4,-5,LMS-DD,-0.39301191029513965,0.49568,24784,50000
QPSK,random_walk,4,-5,NLMS-Frozen,0.7705953298594036,0.33982,16991,50000
QPSK,random_walk,4,-5,NLMS-DD,-0.42826273505286994,0.49182,24591,50000
QPSK,random_walk,4,0,No Processing,0.11763785429639675,0.21338,10669,50000
QPSK,random_walk,4,0,LMS-Frozen,1.9143882598896558,0.23274,11637,50000
QPSK,random_walk,4,0,LMS-DD,-0.5394517731465475,0.48298,24149,50000
QPSK,random_walk,4,0,NLMS-Frozen,1.9190311366344668,0.23354,11677,50000
QPSK,random_walk,4,0,NLMS-DD,-0.6894029341756726,0.4927,24635,50000
QPSK,random_walk,4,5,No Processing,5.107743245270402,0.11892,5946,50000
QPSK,random_walk,4,5,LMS-Frozen,3.763969541930494,0.12782,6391,50000
QPSK,random_walk,4,5,LMS-DD,-0.9895850101553494,0.4793,23965,50000
QPSK,random_walk,4,5,NLMS-Frozen,3.759331585945027,0.12758,6379,50000
QPSK,random_walk,4,5,NLMS-DD,-0.9236334783769384,0.48218,24109,50000
QPSK,random_walk,4,10,No Processing,10.053419597094294,0.06628,3314,50000
QPSK,random_walk,4,10,LMS-Frozen,5.90186546583841,0.07294,3647,50000
QPSK,random_walk,4,10,LMS-DD,-1.2140086722669836,0.48158,24079,50000
QPSK,random_walk,4,10,NLMS-Frozen,5.755418211533502,0.07302,3651,50000
QPSK,random_walk,4,10,NLMS-DD,-1.2060868327228076,0.48348,24174,50000
QPSK,random_walk,4,15,No Processing,15.121209289287274,0.046,2300,50000
QPSK,random_walk,4,15,LMS-Frozen,7.942014318130667,0.05566,2783,50000
QPSK,random_walk,4,15,LMS-DD,-1.2778780662647302,0.4724,23620,50000
QPSK,random_walk,4,15,NLMS-Frozen,7.597146230094141,0.05508,2754,50000
QPSK,random_walk,4,15,NLMS-DD,-1.3015768853514962,0.47616,23808,50000
